Symbol,Company Name,Industry,Market Cap
FCCO,First Community,Banks - Regional,151822000
FCEL,FuelCell Energy,Electrical Equipment & Parts,1231365180
FCF,First Commonwealth Financial,Banks - Regional,1281843750
FCFS,FirstCash Holdings,Credit Services,4414982484
FCN,FTI Consulting,Consulting Services,6695157955
FCNCA,First Citizens BancShares,Banks - Regional,14393900580
FCPT,Four Corners Property Trust,REIT - Retail,2312339796
FCUV,Focus Universal,Scientific & Technical Instruments,161923750
FCX,Freeport-McMoRan,Copper,58529529864
FDBC,Fidelity D & D Bancorp,Banks - Regional,261866492
FDMT,4D Molecular Therapeutics,Biotechnology,608201143
FDP,Fresh Del Monte Produce,Farm Products,1441245260
FDS,FactSet Research Systems,Financial Data & Stock Exchanges,15877939662
FDUS,Fidus Investment,Asset Management,476471578
FDX,FedEx,Integrated Freight & Logistics,57431418480
FE,FirstEnergy,Utilities - Regulated Electric,22947849900
FEAM,5E Advanced Materials,Specialty Chemicals,239288664
FEDU,Four Seasons Education (Cayman),Education & Training Services,16920740
FEIM,Frequency Electronics,Communication Equipment,64445202
FELE,Franklin Electric Co.,Specialty Industrial Machinery,4349847780
FEMY,Femasys,Medical Instruments & Supplies,12817756
FENC,Fennec Pharmaceuticals,Biotechnology,218488192
FENG,Phoenix New Media,Internet Content & Information,27660504
FERG,Ferguson,Industrial Distribution,27479872680
FET,Forum Energy Technologies,Oil & Gas Equipment & Services,261873054
FEXD,Fintech Ecosystem Development,Shell Companies,151902063
FF,FutureFuel,Chemicals,322972416
FFBC,First Financial Bancorp.,Banks - Regional,2065398272
FFIC,Flushing Financial,Banks - Regional,439082276
FFIE,Faraday Future Intelligent Electric,Auto Manufacturers,268043781
FFIN,First Financial Bankshares,Banks - Regional,4552193800
FFIV,"F5, Inc.",Software - Infrastructure,8758970214
FFNW,First Financial Northwest,Banks - Regional,116821109
FFWM,First Foundation,Banks - Regional,419812715
FG,F&G Annuities & Life,Insurance - Life,2290549200
FGBI,First Guaranty Bancshares,Banks - Regional,167932256
FGEN,FibroGen,Biotechnology,1757452839
FGF,FG Financial Group,Insurance - Diversified,26017246
FGH,FG Group Holdings,Leisure,39133896
FGI,FGI Industries,"Furnishings, Fixtures & Appliances",18525000
FGMC,FG Merger,Shell Companies,105641120
FHB,First Hawaiian,Banks - Regional,2630778860
FHI,Federated Hermes,Asset Management,3581527787
FHLT,Future Health ESG,Shell Companies,65256246
FHN,First Horizon,Banks - Regional,9554190249
FHTX,Foghorn Therapeutics,Biotechnology,259185420
FIAC,Focus Impact Acquisition,Shell Companies,298711899
FIBK,First Interstate BancSystem,Banks - Regional,3118608260
FICO,Fair Isaac,Software - Application,17676026412
FICV,Frontier Investment,Shell Companies,255499990
FIGS,"FIGS, Inc.",Apparel Manufacturing,1031216916
FINV,FinVolution Group,Credit Services,1189300680
FINW,FinWise Bancorp,Banks - Regional,113043753
FIP,FTAI Infrastructure,Conglomerates,310224000
FIS,Fidelity National Information Services,Information Technology Services,32159827246
FISI,Financial Institutions,Banks - Regional,296439640
FISV,Fiserv,Information Technology Services,70997083588
FITB,Fifth Third Bancorp,Banks - Regional,18143278986
FIVE,Five Below,Specialty Retail,11463404529
FIVN,Five9,Software - Infrastructure,5143527188
FIX,Comfort Systems USA,Engineering & Construction,5216318480
FIXX,Homology Medicines,Biotechnology,59408752
FIZZ,National Beverage,Beverages - Non-Alcoholic,4921564677
FKWL,Franklin Wireless,Communication Equipment,58685814
FL,Foot Locker,Apparel Retail,3708212886
FLAG,First Light Acquisition Group,Shell Companies,101447265
FLEX,Flex Ltd.,Electronic Components,10379373626
FLFV,Feutune Light Acquisition,Shell Companies,133270748
FLGC,Flora Growth,Drug Manufacturers - Specialty & Generic,39194389
FLGT,Fulgent Genetics,Diagnostics & Research,921576936
FLIC,The First of Long Island Corporation,Banks - Regional,303917400
FLJ,FLJ Group,Real Estate Services,241751913
FLL,Full House Resorts,Resorts & Casinos,248795868
FLME,Flame Acquisition,Shell Companies,364405467
FLNC,Fluence Energy,Utilities - Renewable,3539173581
FLNG,FLEX LNG,Oil & Gas Midstream,1802644918
FLNT,Fluent,Advertising Agencies,65855263
FLO,Flowers Foods,Packaged Foods,5791047969
FLR,Fluor,Engineering & Construction,4392249180
FLS,Flowserve,Specialty Industrial Machinery,4458012000
FLT,FLEETCOR Technologies,Software - Infrastructure,15495703860
FLUX,Flux Power Holdings,Electrical Equipment & Parts,77903370
FLWS,1-800-FLOWERS.COM,Specialty Retail,749630904
FLXS,Flexsteel Industries,"Furnishings, Fixtures & Appliances",99716531
FLYW,Flywire,Information Technology Services,3175137200
FMAO,Farmers & Merchants Bancorp,Banks - Regional,330956288
FMBH,First Mid Bancshares,Banks - Regional,557941950
FMC,FMC Corporation,Agricultural Inputs,15283592460
FMIV,Forum Merger IV,Shell Companies,436489575
FMNB,Farmers National Banc,Banks - Regional,479188720
FMS,Fresenius Medical Care AG & Co. KGaA,Medical Care Facilities,12475942190
FMX,"Fomento Económico Mexicano,",Beverages - Brewers,1.52511E+11
FN,Fabrinet,Electronic Components,4347637336
FNA,Paragon 28,Medical Devices,1505884674
FNB,F.N.B.,Banks - Regional,4183308186
FNCB,FNCB Bancorp,Banks - Regional,122025920
FNCH,Finch Therapeutics Group,Biotechnology,18920946
FND,Floor & Decor Holdings,Home Improvement Retail,10456894080
FNF,Fidelity National Financial,Insurance - Specialty,9508190789
FNGR,FingerMotion,Telecom Services,69474900
FNKO,Funko,Leisure,471578288
FNLC,The First Bancorp,Banks - Regional,286788708
FNV,Franco-Nevada,Gold,27977998234
FNVT,Finnovate Acquisition,Shell Companies,226461375
FNWB,First Northwest Bancorp,Banks - Regional,111251690
FNWD,Finward Bancorp,Banks - Regional,125083440
FOA,Finance Of America Companies,Credit Services,79158252
FOCS,Focus Financial Partners,Asset Management,3420525654
FOLD,Amicus Therapeutics,Biotechnology,3135309439
FONR,FONAR,Medical Devices,105918030
FOR,Forestar Group,Real Estate - Development,774461656
FORA,Forian,Health Information Services,122877453
FORD,Forward Industries,Footwear & Accessories,11218238
FORG,ForgeRock,Software - Infrastructure,1801185823
FORL,Four Leaf Acquisition,Shell Companies,70622500
FORM,FormFactor,Semiconductors,2586280579
FORR,Forrester Research,Consulting Services,620815910
FORTY,Formula Systems (1985),Information Technology Services,1036809990
FOSL,Fossil Group,Luxury Goods,175261123
FOUR,Shift4 Payments,Software - Infrastructure,6470750532
FOX,Fox Corporation,Entertainment,17548597020
FOXA,Fox Corporation,Entertainment,17775052583
FOXF,Fox Factory Holding,Auto Parts,5134084507
FOXO,FOXO Technologies,Health Information Services,11562222
FPAY,FlexShopper,Rental & Leasing Services,18488180
FPH,"Five Point Holdings, LLC",Real Estate - Development,349065219
FPI,Farmland Partners,REIT - Specialty,583549110
FR,First Industrial Realty Trust,REIT - Industrial,7350059172
FRAF,Franklin Financial Services,Banks - Regional,130382803
FRBA,First Bank,Banks - Regional,197649930
FRBK,Republic First Bancorp,Banks - Regional,89749664
FRBN,Forbion European Acquisition,Shell Companies,166663739
FRC,First Republic Bank,Banks - Regional,2605203922
FRD,"Friedman Industries,",Steel,83639191
FREE,Whole Earth Brands,Packaged Foods,112343040
FREQ,Frequency Therapeutics,Biotechnology,18435302
FREY,FREYR Battery,Electrical Equipment & Parts,1241977379
FRG,Franchise Group,Specialty Retail,951728050
FRGE,Forge Global Holdings,Software - Application,302123500
FRGI,Fiesta Restaurant Group,Restaurants,212689212
FRGT,Freight Technologies,Software - Application,5103368
FRHC,Freedom Holding,Capital Markets,4278702492
FRLA,Fortune Rise Acquisition,Shell Companies,138120554
FRLN,Freeline Therapeutics Holdings,Biotechnology,29563534
FRME,First Merchants,Banks - Regional,1965147885
FRO,Frontline,Oil & Gas Midstream,3686637012
FROG,JFrog,Software - Application,1988774100
FRPH,FRP Holdings,Real Estate Services,548990064
FRPT,Freshpet,Packaged Foods,3180316977
FRSH,Freshworks,Software - Application,4457978557
FRST,Primis Financial,Banks - Regional,237721365
FRSX,Foresight Autonomous Holdings,Auto Parts,28017143
FRT,Federal Realty Investment Trust,REIT - Retail,8055732130
FRTX,Fresh Tracks Therapeutics,Biotechnology,1988699
FRXB,Forest Road Acquisition Corp. II,Shell Companies,131584726
FRZA,Forza X1,Recreational Vehicles,12853500
FSBC,Five Star Bancorp,Banks - Regional,368304926
FSBW,FS Bancorp,Banks - Regional,232225783
FSEA,First Seacoast Bancorp,Banks - Regional,43749431
FSFG,First Savings Financial Group,Banks - Regional,111309333
FSI,Flexible Solutions International,Specialty Chemicals,38770056
FSK,FS KKR Capital,Asset Management,5201737648
FSLR,First Solar,Solar,23187457500
FSLY,Fastly,Software - Application,2227104000
FSM,Fortuna Silver Mines,Silver,1108648101
FSNB,Fusion Acquisition Corp. II,Shell Companies,633125376
FSP,Franklin Street Properties,REIT - Office,162080520
FSR,Fisker,Auto Manufacturers,2010475577
FSRX,FinServ Acquisition Corp. II,Shell Companies,133783310
FSS,Federal Signal,Pollution & Treatment Controls,3293512287
FSTR,L.B. Foster Company,Railroads,125805876
FSV,FirstService,Real Estate Services,6280568738
FTAI,Fortress Transportation and Infrastructure Investors LLC,Rental & Leasing Services,3032597632
FTCH,Farfetch,Internet Retail,2082709031
FTCI,FTC Solar,Solar,238938750
FTDR,Frontdoor,Personal Services,2272493224
FTEK,Fuel Tech,Pollution & Treatment Controls,38779264
FTFT,Future FinTech Group,Software - Application,15500168
FTHM,Fathom Holdings,Real Estate Services,74241550
FTI,TechnipFMC,Oil & Gas Equipment & Services,6023854200
FTII,FutureTech II Acquisition,Shell Companies,157155737
FTK,Flotek Industries,Oil & Gas Equipment & Services,60837918
FTNT,Fortinet,Software - Infrastructure,52109025297
FTS,Fortis,Utilities - Regulated Electric,20599746420
FTV,Fortive,Scientific & Technical Instruments,24077576375
FUBO,fuboTV,Broadcasting,270808883
FUL,H.B. Fuller Company,Specialty Chemicals,3682603155
FULC,Fulcrum Therapeutics,Biotechnology,176013150
FULT,Fulton Financial,Banks - Regional,2307414840
FUN,"Cedar Fair,",Leisure,2372709114
FUNC,First United,Banks - Regional,112457380
FURY,Fury Gold Mines,Other Industrial Metals & Mining,78930142
FUSB,First US Bancshares,Banks - Regional,43903037
FUSN,Fusion Pharmaceuticals,Biotechnology,238250051
FUTU,Futu Holdings,Capital Markets,7280154800
FUV,Arcimoto,Recreational Vehicles,9286830
FVCB,FVCBankcorp,Banks - Regional,188230230
FVRR,Fiverr International,Internet Content & Information,1296321297
FWAC,Fifth Wall Acquisition Corp. III,Shell Companies,360229220
FWBI,First Wave BioPharma,Biotechnology,4152874
FWONA,Formula One Group,Entertainment,17379901485
FWRD,Forward Air,Integrated Freight & Logistics,2812676088
FWRG,First Watch Restaurant Group,Restaurants,951704358
FXCO,Financial Strategies Acquisition,Shell Companies,68644027
FXLV,F45 Training Holdings,Leisure,112886328
FXNC,First National,Banks - Regional,99048227
FYBR,Frontier Communications Parent,Telecom Services,5579560800
FZT,FAST Acquisition Corp. II,Shell Companies,129984521
G,Genpact,Information Technology Services,8489180810
GABC,German American Bancorp,Banks - Regional,984188084
GAIA,"Gaia, Inc.",Entertainment,57896280
GAIN,Gladstone Investment,Asset Management,443285375
GALT,Galectin Therapeutics,Biotechnology,129184440
GAMB,Gambling.com Group,Gambling,361420673
GAMC,Golden Arrow Merger,Shell Companies,361912725
GAME,Engine Gaming and Media,Electronic Gaming & Multimedia,22041855
GAN,GAN Limited,Gambling,54941100
GANX,Gain Therapeutics,Biotechnology,57277988
GAQ,Generation Asia I Acquisition,Shell Companies,303242885
GASS,StealthGas,Marine Shipping,99707742
GATE,Marblegate Acquisition,Shell Companies,415842207
GATO,Gatos Silver,Other Precious Metals & Mining,451629166
GATX,GATX Corporation,Rental & Leasing Services,3887127622
GAU,Galiano Gold,Gold,131209257
GB,Global Blue Group Holding AG,Software - Infrastructure,1139136000
GBBK,Global Blockchain Acquisition,Shell Companies,226288500
GBCI,Glacier Bancorp,Banks - Regional,4657564680
GBDC,Golub Capital BDC,Asset Management,2317349760
GBIO,Generation Bio Co.,Biotechnology,281757930
GBLI,"Global Indemnity Group, LLC",Insurance - Property & Casualty,383963185
GBNH,Greenbrook TMS,Medical Care Facilities,39920958
GBNY,Generations Bancorp NY,Banks - Regional,23879730
GBR,New Concept Energy,Real Estate Services,5439846
GBRG,Goldenbridge Acquisition,Shell Companies,38218758
GBTG,Global Business Travel Group,Software - Application,3237608070
GBX,The Greenbrier Companies,Railroads,1054619459
GCBC,Greene County Bancorp,Banks - Regional,386167824
GCI,Gannett Co.,Publishing,272588015
GCMG,"Grosvenor Capital Management,",Asset Management,1459532800
GCO,Genesco,Apparel Retail,464654808
GCT,GigaCloud Technology,Software - Infrastructure,256312356
GCTK,GlucoTrack,Medical Instruments & Supplies,5271224
GD,General Dynamics,Aerospace & Defense,62692478289
GDC,GD Culture Group,Software - Application,5538977
GDDY,GoDaddy,Software - Infrastructure,11932040720
GDEN,Golden Entertainment,Resorts & Casinos,1226068290
GDNR,Gardiner Healthcare Acquisitions,Shell Companies,112771352
GDOT,Green Dot,Credit Services,888547882
GDRX,GoodRx Holdings,Health Information Services,2484793881
GDS,GDS Holdings,Information Technology Services,3555737640
GDST,Goldenstone Acquisition,Shell Companies,78811094
GDYN,Grid Dynamics Holdings,Information Technology Services,857584988
GE,General Electric Company,Specialty Industrial Machinery,1.04231E+11
GECC,Great Elm Capital,Asset Management,68417640
GEEX,Games & Esports Experience Acquisition,Shell Companies,262750000
GEF,Greif,Packaging & Containers,3289752285
GEF.B,Greif,Packaging & Containers,3294859376
GEG,Great Elm Group,Medical Distribution,69455190
GEHC,GE HealthCare Technologies,Health Information Services,37235551092
GEHI,Gravitas Education Holdings,Education & Training Services,18668811
GEL,"Genesis Energy,",Oil & Gas Midstream,1379789140
GEN,Gen Digital,Software - Infrastructure,10967454052
GENC,Gencor Industries,Farm & Heavy Construction Machinery,226985697
GENE,Genetic Technologies,Diagnostics & Research,22313876
GENI,Genius Sports,Internet Content & Information,1137382155
GENQ,Genesis Unicorn Capital,Shell Companies,84249480
GEO,The GEO Group,Security & Protection Services,982841520
GEOS,Geospace Technologies,Oil & Gas Equipment & Services,92573550
GERN,Geron,Biotechnology,1103926705
GES,Guess',Apparel Retail,1066841958
GETR,Getaround,Software - Application,26244510
GETY,Getty Images Holdings,Internet Content & Information,2011914120
GEVO,"Gevo, Inc.",Specialty Chemicals,365237192
GFAI,Guardforce AI,Security & Protection Services,11464361
GFF,Griffon,Conglomerates,1830530262
GFGD,The Growth for Good Acquisition,Shell Companies,330419793
GFI,Gold Fields,Gold,11901366720
GFL,GFL Environmental,Waste Management,12928844295
GFOR,Graf Acquisition Corp. IV,Shell Companies,217307747
GFS,GLOBALFOUNDRIES,Semiconductors,41225966601
GFX,Golden Falcon Acquisition,Shell Companies,130132006
GGAA,Genesis Growth Tech Acquisition,Shell Companies,340619485
GGAL,Grupo Financiero Galicia,Banks - Regional,3659194976
GGB,Gerdau,Steel,8846195116
GGE,Green Giant,Real Estate - Development,170940963
GGG,Graco,Specialty Industrial Machinery,12265315534
GGR,Gogoro,Auto Parts,1035722704
GH,Guardant Health,Diagnostics & Research,2406444160
GHC,Graham Holdings Company,Education & Training Services,2860079667
GHG,GreenTree Hospitality Group,Lodging,477333696
GHI,Greystone Housing Impact Investors LP,Mortgage Finance,389697581
GHIX,Gores Holdings IX,Shell Companies,661499960
GHL,Greenhill & Co.,Capital Markets,167614607
GHLD,Guild Holdings Company,Mortgage Finance,635695861
GHM,Graham,Specialty Industrial Machinery,139145040
GHRS,GH Research,Biotechnology,415646192
GHSI,Guardion Health Sciences,Drug Manufacturers - Specialty & Generic,7527642
GIA,GigCapital5,Shell Companies,111292916
GIB,CGI Inc.,Information Technology Services,22935940687
GIC,Global Industrial Company,Industrial Distribution,1019020860
GIFI,Gulf Island Fabrication,Metal Fabrication,58915840
GIGM,GigaMedia,Electronic Gaming & Multimedia,15694124
GIII,G-III Apparel Group,Apparel Manufacturing,738453950
GIL,Gildan Activewear,Apparel Manufacturing,5964973180
GILD,Gilead Sciences,Drug Manufacturers - General,1.03615E+11
GILT,Gilat Satellite Networks,Communication Equipment,289866240
GIPR,Generation Income Properties,REIT - Diversified,11259170
GIS,General Mills,Packaged Foods,50195271473
GKOS,Glaukos,Medical Devices,2398712850
GL,Globe Life,Insurance - Life,10619262424
GLAD,Gladstone Capital,Asset Management,343233480
